Reporting_Date,Plant_ID,Energy_Source,Quantity_MWh
01-08-2024,PLNT_01,Grid Electricity,2336.81
01-08-2024,PLNT_01,Natural Gas,2249.64
01-08-2024,PLNT_01,Solar,420.75
01-08-2024,PLNT_02,Grid Electricity,734.68
01-08-2024,PLNT_02,Natural Gas,4213.31
01-08-2024,PLNT_02,Solar,1138.36
01-08-2024,PLNT_03,Grid Electricity,2165.97
01-08-2024,PLNT_03,Natural Gas,5721.16
01-08-2024,PLNT_03,Solar,629.04
01-08-2024,PLNT_04,Grid Electricity,1588.29
01-08-2024,PLNT_04,Natural Gas,980.71
01-08-2024,PLNT_04,Solar,624.68
01-08-2024,PLNT_05,Grid Electricity,4955.58
01-08-2024,PLNT_05,Natural Gas,3440.18
01-08-2024,PLNT_05,Solar,949.82
01-09-2024,PLNT_01,Grid Electricity,4667.81
01-09-2024,PLNT_01,Natural Gas,2537.08
01-09-2024,PLNT_01,Solar,452.62
01-09-2024,PLNT_02,Grid Electricity,2116.59
01-09-2024,PLNT_02,Natural Gas,4643.35
01-09-2024,PLNT_02,Solar,125.04
01-09-2024,PLNT_03,Grid Electricity,1557.46
01-09-2024,PLNT_03,Natural Gas,857.95
01-09-2024,PLNT_03,Solar,609.21
01-09-2024,PLNT_04,Grid Electricity,1827
01-09-2024,PLNT_04,Natural Gas,3737.2
01-09-2024,PLNT_04,Solar,188.92
01-09-2024,PLNT_05,Grid Electricity,620.69
01-09-2024,PLNT_05,Natural Gas,3658.24
01-09-2024,PLNT_05,Solar,812.32
01-10-2024,PLNT_01,Grid Electricity,2202.21
01-10-2024,PLNT_01,Natural Gas,1612.95
01-10-2024,PLNT_01,Solar,336.5
01-10-2024,PLNT_02,Grid Electricity,2742.86
01-10-2024,PLNT_02,Natural Gas,1868.84
01-10-2024,PLNT_02,Solar,746.78
01-10-2024,PLNT_03,Grid Electricity,3247.97
01-10-2024,PLNT_03,Natural Gas,791.03
01-10-2024,PLNT_03,Solar,233.21
01-10-2024,PLNT_04,Grid Electricity,4866.1
01-10-2024,PLNT_04,Natural Gas,2621.85
01-10-2024,PLNT_04,Solar,759.86
01-10-2024,PLNT_05,Grid Electricity,1448.14
01-10-2024,PLNT_05,Natural Gas,3392.05
01-10-2024,PLNT_05,Solar,920.43
01-11-2024,PLNT_01,Grid Electricity,655.38
01-11-2024,PLNT_01,Natural Gas,1298.11
01-11-2024,PLNT_01,Solar,366.63
01-11-2024,PLNT_02,Grid Electricity,1906.85
01-11-2024,PLNT_02,Natural Gas,1962.16
01-11-2024,PLNT_02,Solar,620.27
01-11-2024,PLNT_03,Grid Electricity,4992.44
01-11-2024,PLNT_03,Natural Gas,2096.52
01-11-2024,PLNT_03,Solar,118.72
01-11-2024,PLNT_04,Grid Electricity,948.31
01-11-2024,PLNT_04,Natural Gas,2262.29
01-11-2024,PLNT_04,Solar,644.21
01-11-2024,PLNT_05,Grid Electricity,4456.82
01-11-2024,PLNT_05,Natural Gas,1141.74
01-11-2024,PLNT_05,Solar,418.99
01-12-2024,PLNT_01,Grid Electricity,2974.55
01-12-2024,PLNT_01,Natural Gas,4269.01
01-12-2024,PLNT_01,Solar,631.16
01-12-2024,PLNT_02,Grid Electricity,4976.45
01-12-2024,PLNT_02,Natural Gas,3870.14
01-12-2024,PLNT_02,Solar,127.39
01-12-2024,PLNT_03,Grid Electricity,4655.54
01-12-2024,PLNT_03,Natural Gas,4909.5
01-12-2024,PLNT_03,Solar,403.61
01-12-2024,PLNT_04,Grid Electricity,3440.11
01-12-2024,PLNT_04,Natural Gas,3112.66
01-12-2024,PLNT_04,Solar,930.86
01-12-2024,PLNT_05,Grid Electricity,4228.91
01-12-2024,PLNT_05,Natural Gas,4478.71
01-12-2024,PLNT_05,Solar,886.21
01-01-2025,PLNT_01,Grid Electricity,3349.22
01-01-2025,PLNT_01,Natural Gas,4761.34
01-01-2025,PLNT_01,Solar,6266.34
01-01-2025,PLNT_02,Grid Electricity,2327.64
01-01-2025,PLNT_02,Natural Gas,3303.78
01-01-2025,PLNT_02,Solar,2001.79
01-01-2025,PLNT_03,Grid Electricity,3936.14
01-01-2025,PLNT_03,Natural Gas,2085.72
01-01-2025,PLNT_03,Solar,2651.91
01-01-2025,PLNT_04,Grid Electricity,1987.91
01-01-2025,PLNT_04,Natural Gas,3032.45
01-01-2025,PLNT_04,Solar,1538.07
01-01-2025,PLNT_05,Grid Electricity,6430.62
01-01-2025,PLNT_05,Natural Gas,3314.04
01-01-2025,PLNT_05,Solar,3793.6
01-02-2025,PLNT_01,Grid Electricity,5138.42
01-02-2025,PLNT_01,Natural Gas,6071.05
01-02-2025,PLNT_01,Solar,4933.74
01-02-2025,PLNT_02,Grid Electricity,1117.58
01-02-2025,PLNT_02,Natural Gas,5419.46
01-02-2025,PLNT_02,Solar,3928.58
01-02-2025,PLNT_03,Grid Electricity,3940.95
01-02-2025,PLNT_03,Natural Gas,5957.58
01-02-2025,PLNT_03,Solar,2048.89
01-02-2025,PLNT_04,Grid Electricity,6015.31
01-02-2025,PLNT_04,Natural Gas,2058.4
01-02-2025,PLNT_04,Solar,5792.31
01-02-2025,PLNT_05,Grid Electricity,3860.55
01-02-2025,PLNT_05,Natural Gas,4545.99
01-02-2025,PLNT_05,Solar,3627.9
01-03-2025,PLNT_01,Grid Electricity,2589.52
01-03-2025,PLNT_01,Natural Gas,4323.13
01-03-2025,PLNT_01,Solar,3984.99
01-03-2025,PLNT_02,Grid Electricity,1420.13
01-03-2025,PLNT_02,Natural Gas,2682.53
01-03-2025,PLNT_02,Solar,3127.76
01-03-2025,PLNT_03,Grid Electricity,3714.76
01-03-2025,PLNT_03,Natural Gas,3107.39
01-03-2025,PLNT_03,Solar,536.61
01-03-2025,PLNT_04,Grid Electricity,3630.01
01-03-2025,PLNT_04,Natural Gas,974.08
01-03-2025,PLNT_04,Solar,4837.47
01-03-2025,PLNT_05,Grid Electricity,1279.33
01-03-2025,PLNT_05,Natural Gas,4744.58
01-03-2025,PLNT_05,Solar,2913.95
01-04-2025,PLNT_01,Grid Electricity,4636.55
01-04-2025,PLNT_01,Natural Gas,3428.72
01-04-2025,PLNT_01,Solar,4912.65
01-04-2025,PLNT_02,Grid Electricity,591.89
01-04-2025,PLNT_02,Natural Gas,2690.66
01-04-2025,PLNT_02,Solar,2849.53
01-04-2025,PLNT_03,Grid Electricity,1575.42
01-04-2025,PLNT_03,Natural Gas,3725.83
01-04-2025,PLNT_03,Solar,941.64
01-04-2025,PLNT_04,Grid Electricity,1519.19
01-04-2025,PLNT_04,Natural Gas,3000.22
01-04-2025,PLNT_04,Solar,506.74
01-04-2025,PLNT_05,Grid Electricity,4131.96
01-04-2025,PLNT_05,Natural Gas,4159.01
01-04-2025,PLNT_05,Solar,1531.16
01-05-2025,PLNT_01,Grid Electricity,1618.65
01-05-2025,PLNT_01,Natural Gas,3397.88
01-05-2025,PLNT_01,Solar,4211.43
01-05-2025,PLNT_02,Grid Electricity,4113.39
01-05-2025,PLNT_02,Natural Gas,2841.12
01-05-2025,PLNT_02,Solar,1095.14
01-05-2025,PLNT_03,Grid Electricity,1072.36
01-05-2025,PLNT_03,Natural Gas,4806.71
01-05-2025,PLNT_03,Solar,1180.51
01-05-2025,PLNT_04,Grid Electricity,2221.4
01-05-2025,PLNT_04,Natural Gas,3646.15
01-05-2025,PLNT_04,Solar,570.17
01-05-2025,PLNT_05,Grid Electricity,3996.26
01-05-2025,PLNT_05,Natural Gas,1508.47
01-05-2025,PLNT_05,Solar,665.33
01-06-2025,PLNT_01,Grid Electricity,1563.86
01-06-2025,PLNT_01,Natural Gas,1593.37
01-06-2025,PLNT_01,Solar,2462.09
01-06-2025,PLNT_02,Grid Electricity,3049.53
01-06-2025,PLNT_02,Natural Gas,4679.63
01-06-2025,PLNT_02,Solar,2203.17
01-06-2025,PLNT_03,Grid Electricity,2273.13
01-06-2025,PLNT_03,Natural Gas,977.59
01-06-2025,PLNT_03,Solar,1766.85
01-06-2025,PLNT_04,Grid Electricity,4157.09
01-06-2025,PLNT_04,Natural Gas,1175.16
01-06-2025,PLNT_04,Solar,1285.17
01-06-2025,PLNT_05,Grid Electricity,2841.16
01-06-2025,PLNT_05,Natural Gas,4721.14
01-06-2025,PLNT_05,Solar,3505.36
01-07-2025,PLNT_01,Grid Electricity,3343.4
01-07-2025,PLNT_01,Natural Gas,5233.8
01-07-2025,PLNT_01,Solar,2741.21
01-07-2025,PLNT_02,Grid Electricity,5001.52
01-07-2025,PLNT_02,Natural Gas,4030.12
01-07-2025,PLNT_02,Solar,2470.61
01-07-2025,PLNT_03,Grid Electricity,4648.43
01-07-2025,PLNT_03,Natural Gas,2153.41
01-07-2025,PLNT_03,Solar,897.99
01-07-2025,PLNT_04,Grid Electricity,5205.52
01-07-2025,PLNT_04,Natural Gas,4673.47
01-07-2025,PLNT_04,Solar,1773.38
01-07-2025,PLNT_05,Grid Electricity,5890.59
01-07-2025,PLNT_05,Natural Gas,887.78
01-07-2025,PLNT_05,Solar,4499.55
01-08-2025,PLNT_01,Grid Electricity,6043.84
01-08-2025,PLNT_01,Natural Gas,1912.76
01-08-2025,PLNT_01,Solar,3088.27
01-08-2025,PLNT_02,Grid Electricity,1487.5
01-08-2025,PLNT_02,Natural Gas,5192.4
01-08-2025,PLNT_02,Solar,5894.38
01-08-2025,PLNT_03,Grid Electricity,2581.28
01-08-2025,PLNT_03,Natural Gas,1337.16
01-08-2025,PLNT_03,Solar,1117.29
01-08-2025,PLNT_04,Grid Electricity,3359.64
01-08-2025,PLNT_04,Natural Gas,2663.39
01-08-2025,PLNT_04,Solar,5356.99
01-08-2025,PLNT_05,Grid Electricity,5549.35
01-08-2025,PLNT_05,Natural Gas,4304.35
01-08-2025,PLNT_05,Solar,2363.08
01-09-2025,PLNT_01,Grid Electricity,4950.48
01-09-2025,PLNT_01,Natural Gas,3448
01-09-2025,PLNT_01,Solar,3517.02
01-09-2025,PLNT_02,Grid Electricity,2680.39
01-09-2025,PLNT_02,Natural Gas,3973.51
01-09-2025,PLNT_02,Solar,3740.45
01-09-2025,PLNT_03,Grid Electricity,1875.44
01-09-2025,PLNT_03,Natural Gas,3059.25
01-09-2025,PLNT_03,Solar,3216.05
01-09-2025,PLNT_04,Grid Electricity,4890.11
01-09-2025,PLNT_04,Natural Gas,2447.65
01-09-2025,PLNT_04,Solar,2067.49
01-09-2025,PLNT_05,Grid Electricity,1205.36
01-09-2025,PLNT_05,Natural Gas,1555.45
01-09-2025,PLNT_05,Solar,1873.78
01-10-2025,PLNT_01,Grid Electricity,1305.39
01-10-2025,PLNT_01,Natural Gas,989.65
01-10-2025,PLNT_01,Solar,686.91
01-10-2025,PLNT_02,Grid Electricity,3308.02
01-10-2025,PLNT_02,Natural Gas,2338.38
01-10-2025,PLNT_02,Solar,877.45
01-10-2025,PLNT_03,Grid Electricity,1141.27
01-10-2025,PLNT_03,Natural Gas,4366.32
01-10-2025,PLNT_03,Solar,4782.39
01-10-2025,PLNT_04,Grid Electricity,1639.2
01-10-2025,PLNT_04,Natural Gas,1567.43
01-10-2025,PLNT_04,Solar,614.68
01-10-2025,PLNT_05,Grid Electricity,810.37
01-10-2025,PLNT_05,Natural Gas,1113.04
01-10-2025,PLNT_05,Solar,1576.34
01-11-2025,PLNT_01,Grid Electricity,2588.5
01-11-2025,PLNT_01,Natural Gas,1833.32
01-11-2025,PLNT_01,Solar,2672.86
01-11-2025,PLNT_02,Grid Electricity,1845.46
01-11-2025,PLNT_02,Natural Gas,3887.85
01-11-2025,PLNT_02,Solar,1169.21
01-11-2025,PLNT_03,Grid Electricity,4295.39
01-11-2025,PLNT_03,Natural Gas,2940.71
01-11-2025,PLNT_03,Solar,1698.45
01-11-2025,PLNT_04,Grid Electricity,1247.47
01-11-2025,PLNT_04,Natural Gas,2953.72
01-11-2025,PLNT_04,Solar,2932.15
01-11-2025,PLNT_05,Grid Electricity,2415.64
01-11-2025,PLNT_05,Natural Gas,4932.25
01-11-2025,PLNT_05,Solar,1365.12
01-12-2025,PLNT_01,Grid Electricity,1863.23
01-12-2025,PLNT_01,Natural Gas,1637.33
01-12-2025,PLNT_01,Solar,1586.72
01-12-2025,PLNT_02,Grid Electricity,1462.26
01-12-2025,PLNT_02,Natural Gas,1214.66
01-12-2025,PLNT_02,Solar,4464.86
01-12-2025,PLNT_03,Grid Electricity,1701.42
01-12-2025,PLNT_03,Natural Gas,1711.54
01-12-2025,PLNT_03,Solar,2189.21
01-12-2025,PLNT_04,Grid Electricity,1273.76
01-12-2025,PLNT_04,Natural Gas,4953.1
01-12-2025,PLNT_04,Solar,1611.66
01-12-2025,PLNT_05,Grid Electricity,4545.74
01-12-2025,PLNT_05,Natural Gas,1253.17
01-12-2025,PLNT_05,Solar,3200.98
01-01-2026,PLNT_01,Grid Electricity,2878.42
01-01-2026,PLNT_01,Natural Gas,2528.11
01-01-2026,PLNT_01,Solar,1488.05
01-01-2026,PLNT_02,Grid Electricity,6296.22
01-01-2026,PLNT_02,Natural Gas,1514.48
01-01-2026,PLNT_02,Solar,4656.03
01-01-2026,PLNT_03,Grid Electricity,5728.43
01-01-2026,PLNT_03,Natural Gas,2334.91
01-01-2026,PLNT_03,Solar,994.25
01-01-2026,PLNT_04,Grid Electricity,1369.83
01-01-2026,PLNT_04,Natural Gas,2270.29
01-01-2026,PLNT_04,Solar,1701.08
01-01-2026,PLNT_05,Grid Electricity,1545.82
01-01-2026,PLNT_05,Natural Gas,994.43
01-01-2026,PLNT_05,Solar,5679.51
01-02-2026,PLNT_01,Grid Electricity,4155.13
01-02-2026,PLNT_01,Natural Gas,4416.87
01-02-2026,PLNT_01,Solar,991.87
01-02-2026,PLNT_02,Grid Electricity,3253.91
01-02-2026,PLNT_02,Natural Gas,4160.58
01-02-2026,PLNT_02,Solar,5471.52
01-02-2026,PLNT_03,Grid Electricity,3639.27
01-02-2026,PLNT_03,Natural Gas,1251.29
01-02-2026,PLNT_03,Solar,2123.58
01-02-2026,PLNT_04,Grid Electricity,4538.23
01-02-2026,PLNT_04,Natural Gas,1261.91
01-02-2026,PLNT_04,Solar,4023.27
01-02-2026,PLNT_05,Grid Electricity,5429.97
01-02-2026,PLNT_05,Natural Gas,3885.01
01-02-2026,PLNT_05,Solar,4828.29
01-03-2026,PLNT_01,Grid Electricity,4848.83
01-03-2026,PLNT_01,Natural Gas,4833.15
01-03-2026,PLNT_01,Solar,1222.56
01-03-2026,PLNT_02,Grid Electricity,4598.65
01-03-2026,PLNT_02,Natural Gas,3357.41
01-03-2026,PLNT_02,Solar,3058.19
01-03-2026,PLNT_03,Grid Electricity,2436.44
01-03-2026,PLNT_03,Natural Gas,2250.17
01-03-2026,PLNT_03,Solar,1747.73
01-03-2026,PLNT_04,Grid Electricity,1834.3
01-03-2026,PLNT_04,Natural Gas,4493.36
01-03-2026,PLNT_04,Solar,1224.41
01-03-2026,PLNT_05,Grid Electricity,2760.48
01-03-2026,PLNT_05,Natural Gas,3594.38
01-03-2026,PLNT_05,Solar,3115.1
01-04-2026,PLNT_01,Grid Electricity,4418.26
01-04-2026,PLNT_01,Natural Gas,2206.59
01-04-2026,PLNT_01,Solar,2760.52
01-04-2026,PLNT_02,Grid Electricity,734.47
01-04-2026,PLNT_02,Natural Gas,963.15
01-04-2026,PLNT_02,Solar,1872.8
01-04-2026,PLNT_03,Grid Electricity,1768.69
01-04-2026,PLNT_03,Natural Gas,4881.49
01-04-2026,PLNT_03,Solar,3843.87
01-04-2026,PLNT_04,Grid Electricity,2898.56
01-04-2026,PLNT_04,Natural Gas,2633.06
01-04-2026,PLNT_04,Solar,1385.86
01-04-2026,PLNT_05,Grid Electricity,2154.59
01-04-2026,PLNT_05,Natural Gas,3000.06
01-04-2026,PLNT_05,Solar,4885.34
01-05-2026,PLNT_01,Grid Electricity,1976.99
01-05-2026,PLNT_01,Natural Gas,1236.53
01-05-2026,PLNT_01,Solar,3466.85
01-05-2026,PLNT_02,Grid Electricity,4083.87
01-05-2026,PLNT_02,Natural Gas,4810.77
01-05-2026,PLNT_02,Solar,3466.46
01-05-2026,PLNT_03,Grid Electricity,4531.32
01-05-2026,PLNT_03,Natural Gas,916.14
01-05-2026,PLNT_03,Solar,2048.74
01-05-2026,PLNT_04,Grid Electricity,2805.11
01-05-2026,PLNT_04,Natural Gas,1902.33
01-05-2026,PLNT_04,Solar,4170.36
01-05-2026,PLNT_05,Grid Electricity,931.54
01-05-2026,PLNT_05,Natural Gas,3887.44
01-05-2026,PLNT_05,Solar,4733.65
01-06-2026,PLNT_01,Grid Electricity,1648.29
01-06-2026,PLNT_01,Natural Gas,1632.03
01-06-2026,PLNT_01,Solar,2998.9
01-06-2026,PLNT_02,Grid Electricity,3778.92
01-06-2026,PLNT_02,Natural Gas,3976.08
01-06-2026,PLNT_02,Solar,3070.49
01-06-2026,PLNT_03,Grid Electricity,1538.24
01-06-2026,PLNT_03,Natural Gas,2078.85
01-06-2026,PLNT_03,Solar,703.26
01-06-2026,PLNT_04,Grid Electricity,2672.63
01-06-2026,PLNT_04,Natural Gas,1047.73
01-06-2026,PLNT_04,Solar,2390.8
01-06-2026,PLNT_05,Grid Electricity,1102.17
01-06-2026,PLNT_05,Natural Gas,4835.95
01-06-2026,PLNT_05,Solar,3403.29
01-07-2026,PLNT_01,Grid Electricity,1489.65
01-07-2026,PLNT_01,Natural Gas,3054.98
01-07-2026,PLNT_01,Solar,2157.01
01-07-2026,PLNT_02,Grid Electricity,1326.51
01-07-2026,PLNT_02,Natural Gas,3805.17
01-07-2026,PLNT_02,Solar,3333.81
01-07-2026,PLNT_03,Grid Electricity,5796.74
01-07-2026,PLNT_03,Natural Gas,4712.04
01-07-2026,PLNT_03,Solar,3144.89
01-07-2026,PLNT_04,Grid Electricity,4311.93
01-07-2026,PLNT_04,Natural Gas,4618.27
01-07-2026,PLNT_04,Solar,4075.67
01-07-2026,PLNT_05,Grid Electricity,3231.88
01-07-2026,PLNT_05,Natural Gas,5001.3
01-07-2026,PLNT_05,Solar,1829.18
01-08-2026,PLNT_01,Grid Electricity,4585.86
01-08-2026,PLNT_01,Natural Gas,1912.13
01-08-2026,PLNT_01,Solar,2106.85
01-08-2026,PLNT_02,Grid Electricity,6452.11
01-08-2026,PLNT_02,Natural Gas,3806.96
01-08-2026,PLNT_02,Solar,4904.03
01-08-2026,PLNT_03,Grid Electricity,4792.24
01-08-2026,PLNT_03,Natural Gas,5198.82
01-08-2026,PLNT_03,Solar,3749.61
01-08-2026,PLNT_04,Grid Electricity,5747.95
01-08-2026,PLNT_04,Natural Gas,1300.81
01-08-2026,PLNT_04,Solar,2685.57
01-08-2026,PLNT_05,Grid Electricity,935.98
01-08-2026,PLNT_05,Natural Gas,3306.56
01-08-2026,PLNT_05,Solar,2014.92
01-09-2026,PLNT_01,Grid Electricity,2285.73
01-09-2026,PLNT_01,Natural Gas,3627.26
01-09-2026,PLNT_01,Solar,1038.05
01-09-2026,PLNT_02,Grid Electricity,864.35
01-09-2026,PLNT_02,Natural Gas,4486.8
01-09-2026,PLNT_02,Solar,3585.46
01-09-2026,PLNT_03,Grid Electricity,1539.83
01-09-2026,PLNT_03,Natural Gas,1137.19
01-09-2026,PLNT_03,Solar,3604.38
01-09-2026,PLNT_04,Grid Electricity,1223.11
01-09-2026,PLNT_04,Natural Gas,4848.5
01-09-2026,PLNT_04,Solar,3907.99
01-09-2026,PLNT_05,Grid Electricity,4066.48
01-09-2026,PLNT_05,Natural Gas,3504.46
01-09-2026,PLNT_05,Solar,1206.32
01-10-2026,PLNT_01,Grid Electricity,1455.69
01-10-2026,PLNT_01,Natural Gas,3557.94
01-10-2026,PLNT_01,Solar,1760.57
01-10-2026,PLNT_02,Grid Electricity,2683.5
01-10-2026,PLNT_02,Natural Gas,4331.43
01-10-2026,PLNT_02,Solar,3708.55
01-10-2026,PLNT_03,Grid Electricity,4115.68
01-10-2026,PLNT_03,Natural Gas,3692.09
01-10-2026,PLNT_03,Solar,3996.64
01-10-2026,PLNT_04,Grid Electricity,1867.96
01-10-2026,PLNT_04,Natural Gas,1678.41
01-10-2026,PLNT_04,Solar,2330.07
01-10-2026,PLNT_05,Grid Electricity,4375.97
01-10-2026,PLNT_05,Natural Gas,2194.66
01-10-2026,PLNT_05,Solar,1449.17
01-11-2026,PLNT_01,Grid Electricity,2476.97
01-11-2026,PLNT_01,Natural Gas,3427.93
01-11-2026,PLNT_01,Solar,1969.36
01-11-2026,PLNT_02,Grid Electricity,656.03
01-11-2026,PLNT_02,Natural Gas,2649.1
01-11-2026,PLNT_02,Solar,4569.83
01-11-2026,PLNT_03,Grid Electricity,663.89
01-11-2026,PLNT_03,Natural Gas,3862.28
01-11-2026,PLNT_03,Solar,3266.25
01-11-2026,PLNT_04,Grid Electricity,1305.51
01-11-2026,PLNT_04,Natural Gas,1349.46
01-11-2026,PLNT_04,Solar,3580.6
01-11-2026,PLNT_05,Grid Electricity,1231.35
01-11-2026,PLNT_05,Natural Gas,4693.92
01-11-2026,PLNT_05,Solar,1525.24
01-12-2026,PLNT_01,Grid Electricity,1958.07
01-12-2026,PLNT_01,Natural Gas,1659.41
01-12-2026,PLNT_01,Solar,2572.03
01-12-2026,PLNT_02,Grid Electricity,4954.11
01-12-2026,PLNT_02,Natural Gas,2415.11
01-12-2026,PLNT_02,Solar,2881.18
01-12-2026,PLNT_03,Grid Electricity,3646.05
01-12-2026,PLNT_03,Natural Gas,559.06
01-12-2026,PLNT_03,Solar,2718.36
01-12-2026,PLNT_04,Grid Electricity,1197.07
01-12-2026,PLNT_04,Natural Gas,4508.29
01-12-2026,PLNT_04,Solar,1379.3
01-12-2026,PLNT_05,Grid Electricity,4437.61
01-12-2026,PLNT_05,Natural Gas,3304.18
01-12-2026,PLNT_05,Solar,3240.15
01-01-2026,PLNT_05,Natural Gas,994.43
01-10-2026,PLNT_01,Grid Electricity,1455.69
01-10-2025,PLNT_04,Natural Gas,1567.43
01-07-2024,PLNT_03,Grid Electricity,5010.46
01-01-2025,PLNT_01,Grid Electricity,3349.22
